hash,author_name,committer_name,author_date,commit_date,num_lines_added,num_lines_deleted,num_lines_of_code,num_file_impacted,num_dirs_impacted,min_complexity,mean_complexity,max_complexity,entropy,bug_fixing,description_length,prior_commits,num_prior_commits,avg_prior_age,num_prior_commits_bug_fixing,num_future_commits_bug_fixing,fix_inducing
bc7b01eba2648c63e3e3e9aab61abac588754bbb,Sergey Lukjanov,Sergey Lukjanov,2013-10-31,2013-10-31,1,0,65,1,1,3,3.0,3,0.0,True,12,[],0,0.0,0,1,True
8a5749a856296aa57296da67cae51ec8d57aaf21,Nikolay Mahotkin,Nikolay Mahotkin,2013-10-31,2013-11-01,45,0,98,2,2,0,0.0,0,0.1537421803287619,False,14,[],0,0.0,0,1,True
42c214cd8424d453e773690e2bf030ed5630ecfb,Trevor McKay,Trevor McKay,2013-10-30,2013-11-04,41,0,97,2,2,0,0.0,0,0.1654270339962668,False,15,[],0,0.0,0,4,True
ef5689ae0ca0d90fc6faae05b04e2315b186c55d,Andrew Lazarev,Andrew Lazarev,2013-11-07,2013-11-07,8,0,86,1,1,27,27.0,27,0.0,True,15,[],0,0.0,0,1,True
4a56b1c7483f09fabaaabf3d50cd82e848847cd1,DennyZhang,DennyZhang,2013-11-10,2013-11-10,1,1,137,1,1,0,0.0,0,0.0,False,14,['c63fa3e1c47c318145ce10f2b59e173a5ffe1856'],1,30.0,0,0,False
be0aa71acdc9e555c5a09cc7d650c5c077eb27b7,DennyZhang,DennyZhang,2013-11-10,2013-11-11,3,0,79,1,1,0,0.0,0,0.0,False,20,[],0,0.0,0,0,False
ca608abeeb33d25b63e65307d11f1ea277e915fc,Jon Maron,Jon Maron,2013-11-06,2013-11-12,104,17,5895,8,3,9,57.333333333333336,126,0.7899517538116886,True,39,"['4a3cab23b65313499ea2bd07090451b6df6589e6', '016546903408e58f11cc231c2a4ee8ef873e824b', '8f3d1de9991af94befb0003c36109c065186506d']",3,81.33333333333333,1,4,True
ca428feb863dccee00e6a4afb09d7f61466114c5,Vadim Rovachev,Vadim Rovachev,2013-10-25,2013-11-13,24,7,962,4,3,6,21.0,53,0.6054542037529328,False,24,"['233f21d82eba29449322ab6c07865f6bed708d82', 'b9f8ab615eeeea62d7ec6527c80c647bf8e2bf59', 'a3306d9177b0977148ce955a07f9f6e22b7f731d']",3,40.0,0,3,True
ca4e7ec6889bda7a29f49ca315b4d1c7a084ca23,Jon Maron,Jon Maron,2013-11-05,2013-11-13,62,0,36,1,1,6,6.0,6,0.0,False,44,[],0,0.0,0,4,True
bb139d32294a8464d62883ba6c7d57818e948e93,vrovachev,Vadim Rovachev,2013-10-30,2013-11-13,51,47,626,4,2,6,34.0,62,0.8744020609534331,False,27,"['206f111fb05a8255576949fcd04d9514a1636edf', '233f21d82eba29449322ab6c07865f6bed708d82', 'b9f8ab615eeeea62d7ec6527c80c647bf8e2bf59']",3,32.333333333333336,0,1,True
0d4a1982bb51240606c33521fa438e4317553794,Alexander Ignatov,Alexander Ignatov,2013-11-14,2013-11-14,45,0,45,4,1,0,0.0,0,0.944696401812773,False,21,[],0,0.0,0,1,True
871465211dab4c6dd6ee5ece3ced9f8476f424e5,Vadim Rovachev,Vadim Rovachev,2013-11-14,2013-11-14,1,1,206,1,1,6,6.0,6,0.0,True,12,['233f21d82eba29449322ab6c07865f6bed708d82'],1,50.0,0,0,False
