reviewer_id,reviewer_name,reviewer_vote,reviewer_is_core,num_prior_votes,pct_prior_pos_votes,pct_prior_neg_votes,pct_prior_pos_votes_core,pct_prior_neg_votes_core,hash,change_id
360,Dan Prince,2,False,2,1.0,0.0,0.0,0.0,002d711fb7f16a6d5c7977e82e30837287b553b8,I3a86fc01fc76825d6d1e86af882eb8245828ce5f
7,Jay Pipes,1,False,0,0.0,0.0,0.0,0.0,b23b8ef2854610ef291396761874396231d5bc49,Ic313faba3587a2bfbc62bd81b6d6f5ad98a76ac5
209,Josh Kearney,2,False,1,1.0,0.0,0.0,0.0,b23b8ef2854610ef291396761874396231d5bc49,Ic313faba3587a2bfbc62bd81b6d6f5ad98a76ac5
7,Jay Pipes,2,False,0,0.0,0.0,0.0,0.0,d03e347e7b69a1d34ce0f9418509e5dcebe18b4c,Ie9b8f0bd13b974817e8ce7de08033ab3f5bcce0c
679,Kevin L. Mitchell,1,False,1,1.0,0.0,0.0,0.0,e5925473cd2d29024cbabd76250cc369a7090087,Ideedf77e5e16fa4e6ca742cfb49f5539c5a4a746
1801,Duncan McGreggor,1,False,1,1.0,0.0,0.0,0.0,e5925473cd2d29024cbabd76250cc369a7090087,Ideedf77e5e16fa4e6ca742cfb49f5539c5a4a746
360,Dan Prince,2,False,2,1.0,0.0,0.0,0.0,e5925473cd2d29024cbabd76250cc369a7090087,Ideedf77e5e16fa4e6ca742cfb49f5539c5a4a746
360,Dan Prince,2,False,0,0.0,0.0,0.0,0.0,57c4e9b6c686f1303c815698cc68b95bf9b033e7,Iafa998a2a8d860f1ad57e2cd2afee69686ed58ba
679,Kevin L. Mitchell,1,False,2,0.5,0.5,0.0,0.0,4ffe0e6dd01fc7fd92395994778eb27820a35d93,Idc72797949e47bd75aeba45965e3c8b83571625e
1132,Brian Waldon,2,False,2,0.5,0.5,0.0,0.0,4ffe0e6dd01fc7fd92395994778eb27820a35d93,Idc72797949e47bd75aeba45965e3c8b83571625e
455,Stuart McLaren,-2,False,2,1.0,0.0,0.0,0.0,4ffe0e6dd01fc7fd92395994778eb27820a35d93,Idc72797949e47bd75aeba45965e3c8b83571625e
7,Jay Pipes,1,False,0,0.0,0.0,0.0,0.0,5fc3d42dd7d09ba7a0780f59ab270236ce7e8e49,Ib4f5efdce412c9255e13894df77d7e63c2ac6d05
679,Kevin L. Mitchell,2,False,1,1.0,0.0,0.0,0.0,5fc3d42dd7d09ba7a0780f59ab270236ce7e8e49,Ib4f5efdce412c9255e13894df77d7e63c2ac6d05
7,Jay Pipes,1,False,0,0.0,0.0,0.0,0.0,c06242382e4de3afb67f198f86cdab76c49b00fa,I65b8f3389e9965a111c4e774f4d1b6f7bbe71a9b
360,Dan Prince,2,False,1,1.0,0.0,0.0,0.0,c06242382e4de3afb67f198f86cdab76c49b00fa,I65b8f3389e9965a111c4e774f4d1b6f7bbe71a9b
7,Jay Pipes,2,False,0,0.0,0.0,0.0,0.0,105f1fc0545e1e05f762f6d302ff4f687a889f2d,I8772cf39a7de42b31c65f0b5dfb093693d38751a
1132,Brian Waldon,2,False,2,0.5,0.5,0.0,0.0,3bfe910a33a2927351b0c5125d1c519aee41d6ef,Id56a535418c70bdc91a81baabc53d0c9db758a29
7,Jay Pipes,2,False,1,1.0,0.0,0.0,0.0,3bfe910a33a2927351b0c5125d1c519aee41d6ef,Id56a535418c70bdc91a81baabc53d0c9db758a29
360,Dan Prince,-2,False,2,1.0,0.0,0.0,0.0,3bfe910a33a2927351b0c5125d1c519aee41d6ef,Id56a535418c70bdc91a81baabc53d0c9db758a29
1132,Brian Waldon,1,False,0,0.0,0.0,0.0,0.0,5620ddff24ecf783f37922aa435d71d301b27269,Ie66af8f052ab40d5dca7a3235fdbbb7de20372de
360,Dan Prince,2,False,1,1.0,0.0,0.0,0.0,5620ddff24ecf783f37922aa435d71d301b27269,Ie66af8f052ab40d5dca7a3235fdbbb7de20372de
7,Jay Pipes,2,False,2,1.0,0.0,0.0,0.0,5620ddff24ecf783f37922aa435d71d301b27269,Ie66af8f052ab40d5dca7a3235fdbbb7de20372de
679,Kevin L. Mitchell,1,False,0,0.0,0.0,0.0,0.0,16a591a00d814882e1433ffc2413fc63d9591d78,Ief0ca93a073f8235afd98ca79f8033fef66260e3
360,Dan Prince,2,False,1,1.0,0.0,0.0,0.0,16a591a00d814882e1433ffc2413fc63d9591d78,Ief0ca93a073f8235afd98ca79f8033fef66260e3
1132,Brian Waldon,2,False,2,1.0,0.0,0.0,0.0,1239f61c2b4ddad3087a2e4e59824fd000c5760e,Id9bf38f067806b6f81b23296ed73774e820a577b
1247,Mark McLoughlin,1,False,1,1.0,0.0,0.0,0.0,1239f61c2b4ddad3087a2e4e59824fd000c5760e,Id9bf38f067806b6f81b23296ed73774e820a577b
55,Édouard Thuleau,1,False,2,1.0,0.0,0.0,0.0,1239f61c2b4ddad3087a2e4e59824fd000c5760e,Id9bf38f067806b6f81b23296ed73774e820a577b
